Contenido,Imagen,Usuario,URL,fecha,comentarios,retweet,like,vistas
RTX 90090,https://pbs.twimg.com/media/FdJKi65WYAExvb4?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1572401316034404352,"Sep 20, 2022",201,5.6K,19K,
,,@beeple,https://twitter.com/beeple/status/1572246624146964481,"Sep 20, 2022",122,407,2.6K,
BABY GOAT,https://pbs.twimg.com/media/FdEfkKoXwAE64cO?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1572072850906832897,"Sep 19, 2022",99,182,1.7K,
GAP MARKETING DEPT.,https://pbs.twimg.com/media/Fc_BYQKX0AE4QiE?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1571687423871950849,"Sep 18, 2022",72,195,2K,
INFLUENCER 2098,https://pbs.twimg.com/media/Fc6MQS4XkAEeDW7?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1571347714545274881,"Sep 17, 2022",99,236,2.1K,
,,@beeple,https://twitter.com/beeple/status/1570993407874707459,"Sep 16, 2022",50,66,599,
,https://pbs.twimg.com/media/FczwR5naUAIuY_X?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1570905856337932289,"Sep 16, 2022",31,39,253,
SINGLE SILVER ELVIS,https://pbs.twimg.com/media/Fc0oXkLXgAE0Rrh?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1570956332777480194,"Sep 16, 2022",85,167,1.6K,
PROOF OF STAKE,https://pbs.twimg.com/media/Fcv5W0BXgAE90Mx?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1570623285611892737,"Sep 15, 2022",247,668,5.3K,
THE MERGE,https://pbs.twimg.com/media/Fcqv13HXkAMcoih?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1570260765877092358,"Sep 14, 2022",686,3.3K,19K,
"step one, sitting down. ",https://pbs.twimg.com/media/FcocrGyWYAUuzwH?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1570098952254496774,"Sep 14, 2022",124,132,1.9K,
THINK TANK,https://pbs.twimg.com/media/Fckwl1qXwAEyvdS?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1569839378691952641,"Sep 13, 2022",111,217,2.2K,
a fun road full of good things and also pointy rocks that can stab your eyes ,https://pbs.twimg.com/media/FcgS0cXX0AABmmB?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1569525173782728705,"Sep 12, 2022",107,186,1.5K,
NEVER FORGET,https://pbs.twimg.com/media/FcbTN1GXgAUbEMT?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1569173761420574726,"Sep 11, 2022",174,651,4.2K,
,https://pbs.twimg.com/media/FcY-tnjXoAkFyeX?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1569012252308553730,"Sep 11, 2022",113,20,214,
FLOCKING,https://pbs.twimg.com/media/FcVMaUAXwAIYHfS?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1568744225461657600,"Sep 10, 2022",134,246,2.3K,
INDULGENCES,https://pbs.twimg.com/media/FcQlod6aMAAAcqg?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1568419957909880832,"Sep 9, 2022",131,347,3.3K,
EMOTIONAL BEINGS,https://pbs.twimg.com/media/FcJ8WdSXEAMtCp1?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1567952406499176448,"Sep 8, 2022",138,295,2.3K,
,,@beeple,https://twitter.com/beeple/status/1567950350992420864,"Sep 8, 2022",36,30,326,
,,,,,,,,
HUNGRY GOAT,https://pbs.twimg.com/media/FcGtCobXkAEhlZO?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1567724412438253572,"Sep 7, 2022",108,193,2K,
 2PM EST ,,@beeple,https://twitter.com/beeple/status/1567918188972703753,"Sep 8, 2022",34,71,198,
YESSSSS.  The man the myth the legend ,,@beeple,https://twitter.com/beeple/status/1567615762344411140,"Sep 7, 2022",42,65,244,
WHITE HAT,https://pbs.twimg.com/media/FcBBDnBXEAAFwsw?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1567324564291522560,"Sep 6, 2022",110,221,1.9K,
BACK TO WORK,https://pbs.twimg.com/media/Fb7z5BvXEAAmjGD?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1566957964275187714,"Sep 5, 2022",127,238,2.5K,
DUST TO DUST,https://pbs.twimg.com/media/Fb2r6UcXgAAxV1W?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1566597278953086976,"Sep 4, 2022",188,395,3.8K,
YOU CAN DO THIS,https://pbs.twimg.com/media/Fbxn-r7UUAEOLQ0?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1566241262860021760,"Sep 3, 2022",194,460,3.8K,
DEEP PLAYA,https://pbs.twimg.com/media/Fbt09vOVsAEwGaT?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1565973925145690112,"Sep 3, 2022",104,176,1.7K,
BLACK ROCK CITY,https://pbs.twimg.com/media/Fbn1-4JUsAAFUB_?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1565552823898554368,"Sep 1, 2022",120,265,2.8K,
